,Unnamed: 0,playlist_name,track_name,album_name,popularity,release_date,duration,artist_name
301,301,Lina's spanish songs,Noviembre Sin Ti,Reik,72,2005,203226,Reik
302,302,Lina's spanish songs,La Botella,Desde Abajo,69,2005,177293,Mach & Daddy
303,303,Lina's spanish songs,Causa Y Efecto,Gran City Pop (Edited Version),58,2009,205866,Paulina Rubio
304,304,Lina's spanish songs,Mariposa Traicionera,Six Pack: Maná - EP,60,2010,264599,Maná
305,305,Lina's spanish songs,Me Enamora,La Vida Es Un Ratico,66,2007,192613,Juanes
306,306,Lina's spanish songs,Ahora Quien - Salsa Version,Valio La Pena,63,2004,309586,Marc Anthony
307,307,Lina's spanish songs,Labios Compartidos,Amar es Combatir,51,2006,317626,Maná
308,308,Lina's spanish songs,A Dios Le Pido,Un Día Normal,70,2002,205373,Juanes
309,309,Lina's spanish songs,Me Enamoré de Ti,No Hay Imposibles,64,2010,263666,Chayanne
310,310,Lina's spanish songs,Andar Conmigo,Si,71,2003,193373,Julieta Venegas
311,311,Lina's spanish songs,Abrázame,Todo Cambio,63,2006,230720,Camila
312,312,Lina's spanish songs,Suelta Mi Mano,Mañana,66,2005,240306,Sin Bandera
313,313,Lina's spanish songs,Que Lloro,De Viaje,71,2003,240613,Sin Bandera
314,314,Lina's spanish songs,Volví a Nacer,Corazón Profundo (Versión Deluxe),66,2013,222213,Carlos Vives
315,315,Lina's spanish songs,Volverte A Ver,Mi Sangre 2005 Tour Edition,44,2005,217546,Juanes
316,316,Lina's spanish songs,Yo No Soy Esa Mujer,Paulina,64,2000,224640,Paulina Rubio
317,317,Lina's spanish songs,Vida de Rico,Vida de Rico,69,2020,187426,Camilo
318,318,Lina's spanish songs,Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,75,2017,243560,Bad Bunny
319,319,Lina's spanish songs,Ojala Que Llueva Café,Panete Salsa: Le Meilleur de la Musique Latine,43,2012,255666,Juan Luis Guerra 4.40
320,320,Lina's spanish songs,A Puro Dolor - Balada,Son By 4,69,2000,210186,Son By Four
321,321,Lina's spanish songs,Atrévete-Te-Te,Calle 13 (Explicit Version),74,2005,239306,Calle 13
322,322,Lina's spanish songs,Alma Mia,Alma Mia(Versiones Vol.1),18,2009,181586,Pedro Guerra
323,323,Lina's spanish songs,Alma Mía (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos), Vol. 2",52,2018,259586,Los Macorinos
324,324,Lina's spanish songs,Soledad y el Mar (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",68,2017,214546,Los Macorinos
325,325,Lina's spanish songs,El Instante Pasó,8,47,2015,261888,Caramelos De Cianuro
326,326,Lina's spanish songs,Amor Chiquito,3 Semanas 4 Días,38,2006,214386,Tecupae
327,327,Lina's spanish songs,No Me Caigo Bien,Bálsamo,38,2017,93226,Caloncho
328,328,Lina's spanish songs,Palmar,Fruta (Vol. II),60,2015,193626,Caloncho
329,329,Lina's spanish songs,Es Por Ti,Un Día Normal,76,2002,250693,Juanes
330,330,Lina's spanish songs,Amor del Bueno,Reyli En La Luna,74,2004,242026,Reyli Barba
331,331,Lina's spanish songs,Te Mando Flores,Corazón,71,2005,228680,Fonseca
332,332,Lina's spanish songs,Hypotheticals,Obviously,58,2021,230178,Lake Street Dive
333,333,Lina's spanish songs,Llorarás,Una Dimensión De Éxitos,73,1996,228554,Dimension Latina
334,334,Lina's spanish songs,Dulcito e Coco - Recorded at Spotify Studios NYC,Spotify Singles,54,2018,182373,Vicente Garcia
335,335,Lina's spanish songs,Rosas,París,66,2004,237026,La Oreja de Van Gogh
336,336,lil's recs,Like I Want You,TAKE TIME,77,2020,260776,Giveon
337,337,lil's recs,Leave The Door Open,An Evening With Silk Sonic,83,2021,242096,Silk Sonic
338,338,lil's recs,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),80,2021,208866,SZA
339,339,lil's recs,Ya Ya Ya,OBSESSION,46,2019,222040,EXO
340,340,lil's recs,Your Dog Loves You (Feat. Crush),Your Dog Loves You,58,2018,270003,Crush
341,341,lil's recs,Bambi,Bambi - The 3rd Mini Album,65,2021,213053,BAEKHYUN
342,342,lil's recs,All I Got,Bambi - The 3rd Mini Album,52,2021,240360,BAEKHYUN
343,343,right now,Mmmh,KAI - The 1st Mini Album,69,2020,192346,KAI
344,344,right now,Amnesia,KAI - The 1st Mini Album,57,2020,178920,KAI
345,345,right now,SUPERBLOOM,SUPERBLOOM,67,2020,213546,MisterWives
346,346,right now,Let's Fall in Love for the Night,Blood Harmony,72,2019,190348,FINNEAS
347,347,right now,Light On,Heard It In A Past Life,66,2019,233880,Maggie Rogers
348,348,right now,Vida de Rico,Vida de Rico,69,2020,187426,Camilo
349,349,right now,Share Your Address,Sing To Me Instead,54,2019,182466,Ben Platt
350,350,right now,Reason,KAI - The 1st Mini Album,56,2020,173906,KAI
351,351,right now,Hello Stranger,KAI - The 1st Mini Album,52,2020,168253,KAI
352,352,right now,off the table (with The Weeknd),Positions,65,2020,239949,The Weeknd
353,353,right now,six thirty,Positions,59,2020,183874,Ariana Grande
354,354,road to atl,Golden Hour,Golden Hour,64,2018,198453,Kacey Musgraves
355,355,road to atl,Treat People With Kindness,Fine Line,71,2019,197346,Harry Styles
356,356,road to atl,First Began,Gumbo,48,2017,233056,PJ Morton
357,357,road to atl,Have It Your Way,Have It Your Way,38,2019,265070,Nina Soro
358,358,road to atl,Hocus Pocus,Year One,39,2018,218363,Clark Beckham
359,359,road to atl,If You Were the Rain,Undergrad Romance and the Moses in Me,54,2016,220588,Stephen Day
360,360,road to atl,You Keep Me Waiting,FEELS,45,2017,267933,VIC MENSA
361,361,road to atl,Beyond,Good Thing,71,2018,240600,Leon Bridges
362,362,road to atl,Power On,Assume Form,35,2019,246400,James Blake
363,363,road to atl,Are You In Love?,Assume Form,40,2019,197600,James Blake
364,364,road to atl,Girls Love Beyoncé (feat. James Fauntleroy),Care Package,60,2019,225011,James Fauntleroy
365,365,road to atl,All I Ask,25,74,2015,271800,Adele
366,366,road to atl,Ooh Child,Ooh Child,29,2017,163844,MILCK
367,367,road to atl,Find Someone Like You,"- Ugh, those feels again",58,2019,206465,Snoh Aalegra
368,368,road to atl,None For You,Renaissance,36,2020,212690,Lola Young
369,369,road to atl,God Morning,Handle With Care,37,2020,203093,Natalie Lauren
370,370,road to atl,Super Human,Handle With Care,23,2020,130883,Natalie Lauren
371,371,road to atl,Still In Love - Acoustic,Cold Heart,49,2018,231533,Eryn Allen Kane
372,372,road to atl,Birds,Birds,49,2020,218848,Anna Golden
373,373,road to atl,This Will Be Our Year,Odessey and Oracle,54,1968,127733,The Zombies
374,374,road to atl,Go Thru Your Phone - Live,Gumbo Unplugged (Live),30,2018,268131,PJ Morton
375,375,road to atl,Wildflowers,Wildflowers,67,1994,190320,Tom Petty
376,376,road to atl,Where Do You Go,Where Do You Go,44,2019,237493,Yebba
377,377,road to atl,Love Me Less (feat. Quinn XCII),Love Me Less (feat. Quinn XCII),63,2019,177669,Quinn XCII
378,378,road to atl,Dear Beloved,To All My Friends and Family,1,2018,246932,David Lunsford
379,379,road to atl,Sunny Days,Building Balance,40,2019,190689,Allen Stone
380,380,road to atl,Safaera,YHLQMDLG,79,2020,295176,Ñengo Flow
381,381,road to atl,A Soft Place to Land,Waitress (Original Broadway Cast Recording),45,2016,177133,Kimiko Glenn
382,382,road to atl,I Want Crazy - Encore,Hunter Hayes (Encore),47,2011,236865,Hunter Hayes
383,383,road to atl,This Will Be (An Everlasting Love) - 2003 Remaster,Natalie Cole Anthology,59,2003,171360,Natalie Cole
384,384,road to atl,Neon Moon,#1s ... and then some,71,2009,263760,Brooks & Dunn
385,385,road to atl,Red Dirt Road,Red Dirt Road,66,2003,260360,Brooks & Dunn
386,386,road to atl,Our Song,Taylor Swift (Big Machine Radio Release Special),61,2006,203440,Taylor Swift
387,387,road to atl,Build It Better,Build It Better,50,2015,234473,Aron Wright
388,388,road to atl,Wanted,Hunter Hayes (Encore),54,2011,228840,Hunter Hayes
389,389,road to atl,Carrying Your Love With Me,Carrying Your Love With Me,68,1997,232426,George Strait
390,390,road to atl,May I Have This Dance (Remix) [feat. Chance the Rapper],May I Have This Dance (Remix) [feat. Chance the Rapper],53,2017,195356,Chance the Rapper
391,391,road to atl,All The Time,Bahamas Is Afie,60,2014,234973,Bahamas
392,392,road to atl,Look What God Gave Her,Center Point Road,70,2019,168960,Thomas Rhett
393,393,road to atl,Boyfriend,BTR,60,2011,201040,Big Time Rush
394,394,road to atl,Make Out With Me,GIRL,48,2019,136546,Maren Morris
395,395,road to atl,Are You Even Real?,Are You Even Real?,51,2020,231807,James Blake
396,396,road to atl,Can't Believe The Way We Flow,Assume Form,37,2019,267200,James Blake
397,397,road to atl,(No One Knows Me) Like the Piano,Process (Bonus Edition),56,2017,218160,Sampha
398,398,road to atl,Crush,David Archuleta,67,2008,213520,David Archuleta
399,399,road to atl,Sexy Can I,Total Club Hits Vol. 2,0,2009,182720,Yung Berg
400,400,road to atl,Not Over You,Sweeter,67,2011,218520,Gavin DeGraw
401,401,road to atl,Super Bass,Pink Friday (Complete Edition),78,2010,200013,Nicki Minaj
402,402,road to atl,Leavin',Departure - Recharged,62,2008,216880,Jesse McCartney
403,403,road to atl,Lover,Lover,84,2019,221306,Taylor Swift
404,404,Apt. 435,Ooh Child,Ooh Child,29,2017,163844,MILCK
405,405,Apt. 435,Birds,Birds,49,2020,218848,Anna Golden
406,406,Apt. 435,I Shall Cross This River,Reverence for Fallen Trees,36,2009,208982,The Black Atlantic
407,407,Apt. 435,LET'S STAY HOME TONIGHT,H A R D L O V E,55,2016,200120,NEEDTOBREATHE
408,408,Apt. 435,Time,Promised Land,44,2015,347853,John Lucas
409,409,Apt. 435,Bridges,Moonlight,45,2019,216315,Johnnyswim
410,410,Apt. 435,Promises (feat. Joe L Barnes),"Maverick City Music, Vol. 3: Pt. 1",67,2020,646239,Joe L Barnes
411,411,Apt. 435,Man of Your Word (feat. Chandler Moore & KJ Scriven),"Maverick City Music, Vol. 3: Pt. 1",56,2020,542193,KJ Scriven
412,412,march to aug '20,Say What You Want (I Like Who I Am),Say What You Want (I Like Who I Am),10,2020,180066,Josiah
413,413,march to aug '20,Rich,Before The Sun Goes Down,11,2018,177400,The New Respects
414,414,march to aug '20,Only 1,My Everything (Deluxe),55,2014,193986,Ariana Grande
415,415,march to aug '20,LET'S STAY HOME TONIGHT,H A R D L O V E,55,2016,200120,NEEDTOBREATHE
416,416,march to aug '20,Christ The Lord Is with Me (with Amanda Lindsey Cook & Wonder Grace Gretzinger),Forever Amen,47,2020,266826,Wonder Grace Gretzinger
417,417,march to aug '20,No One Ever Cared for Me Like Jesus,Forever Amen,55,2020,293440,Steffany Gretzinger
418,418,march to aug '20,Let's Get Married,Gone Now,55,2017,186053,Bleachers
419,419,disney!!!!!!!!!!!!!,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",The Lion King,61,1994,177786,Kristle Edwards
420,420,disney!!!!!!!!!!!!!,"The Bare Necessities - From ""The Jungle Book""/Soundtrack Version",Disney's Greatest Volume 2,43,2001,291693,Bruce Reitherman
421,421,disney!!!!!!!!!!!!!,I Wan'na Be Like You (The Monkey Song),The Jungle Book,56,1997,279453,Bruce Reitherman
422,422,disney!!!!!!!!!!!!!,Baloo's Blues,The Jungle Book,27,1997,182933,Phil Harris
423,423,disney!!!!!!!!!!!!!,Part of Your World,The Little Mermaid: Original Broadway Cast Recording,50,2008,204573,Sierra Boggess as Ariel
424,424,disney!!!!!!!!!!!!!,"Part of Your World (from ""The Little Mermaid"") - From ""The Little Mermaid"" / Soundtrack Version",The Little Mermaid Greatest Hits,41,2013,193533,Disney
425,425,disney!!!!!!!!!!!!!,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",Disney's Greatest Volume 1,46,2001,163666,Disney
426,426,disney!!!!!!!!!!!!!,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Disney Summer Songs,70,2021,258133,Phil Collins
427,427,disney!!!!!!!!!!!!!,"Strangers Like Me - From ""Tarzan""/Soundtrack Version",Disney Summer Songs,63,2021,179586,Phil Collins
428,428,disney!!!!!!!!!!!!!,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",The Lion King,70,1994,170880,Laura Williams
429,429,disney!!!!!!!!!!!!!,"Hakuna Matata - From ""The Lion King""/Soundtrack",The Lion King,71,1994,213600,Joseph Williams
430,430,disney!!!!!!!!!!!!!,"A Dream Is a Wish Your Heart Makes - From ""Cinderella""/Soundtrack Version",Disney's Greatest Volume 2,46,2001,276306,Cinderella's Mice Chorus
431,431,disney!!!!!!!!!!!!!,"So This Is Love - From ""Cinderella""",Disney Princess: The Ultimate Song Collection,54,2004,92600,Mike Douglas
432,432,disney!!!!!!!!!!!!!,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",Mary Poppins,54,1997,249040,Julie Andrews
433,433,disney!!!!!!!!!!!!!,"Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version",Mary Poppins,47,1997,123026,The Pearlie Chorus
434,434,disney!!!!!!!!!!!!!,"You Can Fly! You Can Fly! You Can Fly! - From ""Peter Pan""/Soundtrack Version",Disney's Greatest Volume 1,34,2001,265413,The Jud Conlon Chorus
435,435,disney!!!!!!!!!!!!!,He Mele No Lilo,Lilo & Stitch,64,2002,148133,Kamehameha Schools Children's Chorus
436,436,disney!!!!!!!!!!!!!,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",Disney's Greatest Vol. 3,31,2002,291133,Disney
437,437,disney!!!!!!!!!!!!!,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),68,2013,225080,Idina Menzel
438,438,disney!!!!!!!!!!!!!,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),69,2013,206506,Katie Lopez
439,439,disney!!!!!!!!!!!!!,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),69,2013,124733,Santino Fontana
440,440,disney!!!!!!!!!!!!!,"I See the Light - From ""Tangled"" / Soundtrack Version",Tangled,68,2010,224240,Zachary Levi
441,441,disney!!!!!!!!!!!!!,"That's How You Know - From ""Enchanted""/Soundtrack Version",Enchanted,64,2007,228960,Amy Adams
442,442,disney!!!!!!!!!!!!!,"True Love's Kiss - From ""Enchanted""/ Soundtrack Version",Enchanted,47,2007,192853,James Marsden
443,443,disney!!!!!!!!!!!!!,"Shiny - From ""Moana""/Soundtrack Version",Disney Summer Songs,51,2021,185466,Jemaine Clement
444,444,disney!!!!!!!!!!!!!,"You're Welcome - From ""Moana""/Soundtrack Version",Disney Summer Songs,64,2021,164866,Dwayne Johnson
445,445,disney!!!!!!!!!!!!!,Zero To Hero,Hercules (Original Motion Picture Soundtrack),64,1997,140573,Disney
446,446,disney!!!!!!!!!!!!!,A Girl Worth Fighting For,Mulan (Original Soundtrack),62,1998,146053,Disney
447,447,disney!!!!!!!!!!!!!,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",Toy Story,69,1995,124160,Randy Newman
448,448,disney!!!!!!!!!!!!!,Ev'rybody Wants to Be a Cat,Songs From The Aristocats,50,1996,123000,Liz English
449,449,disney!!!!!!!!!!!!!,"""Ten Minutes Ago""",Rodgers + Hammerstein's Cinderella (Original Broadway Cast Recording),40,2013,172506,Laura Osnes
450,450,disney!!!!!!!!!!!!!,"Circle of Life - From ""The Lion King""/ Soundtrack",The Lion King,65,1994,239146,Lebo M.
451,451,disney!!!!!!!!!!!!!,Go the Distance,Hercules (Original Motion Picture Soundtrack),64,1997,194160,Disney
452,452,disney!!!!!!!!!!!!!,Under the Sea,The Little Mermaid Special Edition,68,2006,195146,Disney
453,453,disney!!!!!!!!!!!!!,"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",Pocahontas,63,1995,214400,Judy Kuhn
454,454,disney!!!!!!!!!!!!!,"Happy Working Song - From ""Enchanted"" / Soundtrack Version",Enchanted,58,2007,129613,Amy Adams
455,455,disney!!!!!!!!!!!!!,The Gospel Truth I / Main Titles - Hercules,Hercules (Original Motion Picture Soundtrack),59,1997,145640,Disney
456,456,disney!!!!!!!!!!!!!,Honor To Us All,Mulan (Original Soundtrack),59,1998,183200,Disney
457,457,disney!!!!!!!!!!!!!,Your Crowning Glory,The Princess Diaries 2: Royal Engagement,42,2004,162546,Raven-Symoné
458,458,disney!!!!!!!!!!!!!,"Some Day My Prince Will Come - From ""Snow White and the Seven Dwarfs"" / Soundtrack Version",Disney Princess: The Ultimate Song Collection,41,2004,114253,Adriana Caselotti
459,459,disney!!!!!!!!!!!!!,"Once Upon a Dream - From ""Sleeping Beauty"" / Soundtrack Version",Disney's Greatest Volume 1,47,2001,167013,Chorus - Sleeping Beauty
460,460,disney!!!!!!!!!!!!!,"On My Way - From ""Brother Bear""/Soundtrack Version",Brother Bear,59,2003,220293,Phil Collins
461,461,disney!!!!!!!!!!!!!,Hawaiian Roller Coaster Ride,Lilo & Stitch,66,2002,208226,Kamehameha Schools Children's Chorus
462,462,disney!!!!!!!!!!!!!,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",The Princess and the Frog: Tiana and Her Princess Friends,64,2009,144826,Anika Noni Rose
463,463,disney!!!!!!!!!!!!!,"Belle - From ""Beauty and the Beast""/Soundtrack Version",Beauty and the Beast,54,1991,309133,Disney
464,464,disney!!!!!!!!!!!!!,"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",Beauty and the Beast,58,1991,224733,Disney
465,465,disney!!!!!!!!!!!!!,"In Summer - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),61,2013,110986,Josh Gad
466,466,disney!!!!!!!!!!!!!,"Fixer Upper - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),59,2013,182106,Cast - Frozen
467,467,disney!!!!!!!!!!!!!,Thomas O'Malley Cat,Songs From The Aristocats,46,1996,157906,Phil Harris
468,468,disney!!!!!!!!!!!!!,I Am Vaiana (Song of the Ancestors),Vaiana (English Version/Original Motion Picture Soundtrack/Deluxe Edition),44,2016,162825,Auli'i Cravalho
469,469,feb '20,High Fashion (feat. Mustard),Please Excuse Me for Being Antisocial,72,2019,220486,Mustard
470,470,feb '20,Annemarie,Santa Barbara Soul Music,31,2019,238236,Will Breman
471,471,feb '20,Addicted,Addicted,15,2019,243761,Stacy Capers
472,472,feb '20,Something Something,Something Something,17,2020,161532,Natalie Lauren
473,473,feb '20,Consider Me,Building Balance,48,2019,184952,Allen Stone
474,474,feb '20,IVORY,IVORY,29,2019,229471,Tobe Nwigwe
475,475,feb '20,Lay it Down,Building Balance,28,2019,176522,Allen Stone
476,476,feb '20,What Have I Done,Without Fear,54,2019,217081,Dermot Kennedy
477,477,feb '20,The Corner,Without Fear,43,2019,201326,Dermot Kennedy
478,478,feb '20,Girl - Acoustic,Girl,59,2018,211881,SYML
479,479,feb '20,You Bring Me Joy,You Bring Me Joy,21,2019,148148,The Guest and the Host
480,480,feb '20,Mama,Mama,34,2019,162506,Yam Haus
481,481,feb '20,Aren’t You Lovely,Aren’t You Lovely,30,2018,208666,Evann McIntosh
482,482,feb '20,Daydream,Foreword,38,2013,240532,Tori Kelly
483,483,feb '20,No Judgement,No Judgement,55,2020,176283,Niall Horan
484,484,feb '20,Ohio,Live for Home,37,2019,233980,The Hussey Brothers
485,485,that new new country,With You I Am,Gotta Be Me,66,2016,220893,Cody Johnson
486,486,that new new country,Nothin' on You,Ain't Nothin' to It,63,2019,260466,Cody Johnson
487,487,that new new country,On My Way to You,Ain't Nothin' to It,64,2019,213306,Cody Johnson
488,488,that new new country,Good as You,Experiment Extended,65,2019,192053,Kane Brown
489,489,that new new country,Beer Can’t Fix,Center Point Road,67,2019,209733,Jon Pardi
490,490,that new new country,One Man Band,Old Dominion,73,2019,186240,Old Dominion
491,491,that new new country,Look What God Gave Her,Center Point Road,70,2019,168960,Thomas Rhett
492,492,that new new country,Marry Me,Life Changes (Big Machine Radio Release Special),50,2017,206226,Thomas Rhett
493,493,that new new country,Golden Hour,Golden Hour,64,2018,198453,Kacey Musgraves
494,494,that new new country,Make Out With Me,GIRL,48,2019,136546,Maren Morris
495,495,that new new country,GIRL,GIRL,58,2019,250653,Maren Morris
496,496,that new new country,To Hell & Back,GIRL,58,2019,195586,Maren Morris
497,497,that new new country,Blessed,Center Point Road,57,2019,214173,Thomas Rhett
498,498,that new new country,Made For You,Greetings From...Jake,68,2019,238400,Jake Owen
499,499,that new new country,Neon Moon - with Kacey Musgraves,Reboot,65,2019,278200,Kacey Musgraves
500,500,that new new country,Don't Let Her,Don't Let Her,55,2019,193753,Walker Hayes
501,501,that new new country,Prayed For You,Everywhere But On,62,2019,210373,Matt Stell
502,502,that new new country,She's Like Texas,She's Like Texas,55,2010,235253,Josh Abbott Band
503,503,when you realize you’re both in love,golden thing,golden thing,57,2019,219300,Cody Simpson
504,504,when you realize you’re both in love,IVORY,IVORY,29,2019,229471,Tobe Nwigwe
505,505,when you realize you’re both in love,Find Someone Like You,"- Ugh, those feels again",58,2019,206465,Snoh Aalegra
506,506,when you realize you’re both in love,Are You Even Real?,Are You Even Real?,51,2020,231807,James Blake
507,507,jan '20,Adiza,Adiza,28,2019,190654,Adekunle Gold
508,508,jan '20,Fear of Failure,Fear of Failure,11,2019,222960,Sea Wolf
509,509,jan '20,Treat People With Kindness,Fine Line,71,2019,197346,Harry Styles
510,510,jan '20,"Water, Fall","Water, Fall",37,2019,257720,OLY
511,511,jan '20,Have It Your Way,Have It Your Way,38,2019,265070,Nina Soro
512,512,jan '20,Praying for a Little Rain,Praying for a Little Rain,36,2019,248010,Champagne Lane
513,513,jan '20,Run Away With Me (Live),The Radio in My Head: Live at 54 Below,33,2013,209146,Aaron Tveit
514,514,jan '20,Honeybee,Living Mirage,65,2019,196055,The Head And The Heart
515,515,jan '20,Yummy,Yummy,68,2020,210426,Justin Bieber
516,516,jan '20,Watermelon Sugar,Fine Line,88,2019,174000,Harry Styles
517,517,jan '20,You Belong With Me,Fearless (Big Machine Radio Release Special),75,2008,232120,Taylor Swift
518,518,summer2019,Prayed For You,Everywhere But On,62,2019,210373,Matt Stell
519,519,summer2019,Alma Mía (feat. Los Macorinos),"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos), Vol. 2",52,2018,259586,Los Macorinos
520,520,summer2019,(No One Knows Me) Like the Piano,Process (Bonus Edition),56,2017,218160,Sampha
521,521,summer2019,Look What God Gave Her,Center Point Road,70,2019,168960,Thomas Rhett
522,522,summer2019,Trust,Happiness Begins,42,2019,180600,Jonas Brothers
523,523,summer2019,Love Her,Happiness Begins,56,2019,193133,Jonas Brothers
524,524,summer2019,Mess,Busyhead,65,2019,213320,Noah Kahan
525,525,summer2019,DOLLAR,DOLLAR,56,2019,203486,Myke Towers
526,526,summer2019,Chunky,24K Magic,69,2016,186973,Bruno Mars
527,527,summer2019,Jesus in LA,These Two Windows,65,2020,171539,Alec Benjamin
528,528,summer2019,Cariño Mío,Cariño Mío,43,2019,197106,Mau y Ricky
529,529,Angola 70's,Imbua I Boza,N´gola Binga Cuá Zambi,1,1970,156640,Sofia Rosa
530,530,Angola 70's,Kía lumingo,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,5,2001,205653,Urbano de Castro
531,531,Angola 70's,Mona Ku Jimbe Manheno,40 Anos a Cantar Angola,1,2016,218200,David Zé
532,532,Angola 70's,Kisua Ki Ngui Fua,Reviver Vol.1,6,1998,206133,Artur Nunes
533,533,Angola 70's,Gajageira,Mulundo,2,2011,255773,Legalize
534,534,Angola 70's,Mama Ku Dilé,Angola Anos D´ouro Reviver,1,1980,180066,David Zé
535,535,Angola 70's,Rebita,Angola Maravilha,11,1997,402991,Banda Maravilha
536,536,Angola 70's,Kadika Zeka,Angola Anos D´ouro Reviver,1,1980,177853,David Zé
537,537,Angola 70's,Mana,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,9,2001,202333,Artur Nunes
538,538,Angola 70's,Kamba Ba Laumba,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,7,2001,235226,António Paulino
539,539,Angola 70's,Guerrilheiro do Musseke,Proibido Ouvir Isso,0,2011,282200,MCK
540,540,Angola 70's,Tia,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,13,2001,227960,Artur Nunes
541,541,Angola 70's,Dioguito,Estou de Volta,15,2013,256372,Bangão
542,542,Angola 70's,Malananza,Música de Angola e Meregues,3,2014,145626,David Zé
543,543,Angola 70's,Kapuete. Paulo Garcia,Volume 1,8,2010,294813,Calor Tropical
544,544,Angola 70's,Kalumba,N´gola Binga Cuá Zambi,2,1970,182640,Sofia Rosa
545,545,Angola 70's,Comboio,Angola Soundtrack: The Unique Sound of Luanda: 1968-1976 (Analog Africa No. 9),14,2010,213560,Os Kiezos
546,546,Angola 70's,Chofer de Praça,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,12,2001,211933,Luiz Visconde
547,547,Angola 70's,Ela É Boa,Picante Vol. 4,11,2011,315146,DJ Dias Rodrigues
548,548,Angola 70's,Esse Teu Jeito,Guilherme Silva,4,2015,258306,Guilherme Silva
549,549,Angola 70's,Kananga de Amor,Kandongueiro Voador,17,2017,262000,Paulo Flores
550,550,Angola 70's,Coisas da Terra,Best Of,27,2016,414000,Paulo Flores
551,551,Angola 70's,Merengue de S. António,Música de Angola e Meregues,10,2014,151706,David Zé
552,552,Angola 70's,Dilangue,Rebita (Analog Africa Dance Edition No. 4),3,2013,218320,Urbano de Castro
553,553,Angola 70's,Lale Os Jovens do Prenda,Música de Angola e Meregues,3,2014,220626,António Paulino
554,554,Angola 70's,Maria do Castelo,Maria do Castelo,29,2017,263732,Livongh
555,555,Angola 70's,Beijo Rainha,Por Amor,36,2016,238773,Matias Damásio
556,556,Angola 70's,Maria Dia Pambala,N´gola Binga Cuá Zambi,1,1970,314640,Sofia Rosa
557,557,Angola 70's,Matutar Na Cachimónia,Best Of,15,2016,246000,Bonga
558,558,Angola 70's,Quando Fui a Benguela,Quando Fui a Benguela (Série Sodad - Vol. 5),7,2015,209133,Africa Tentaçao
559,559,Angola 70's,Canto de Rua,Best Of,5,2016,288000,Paulo Flores
560,560,Angola 70's,N'Zambi,Soul of Angola: Anthologie De La Musique Angolaise 1965 - 1975,7,2001,203053,Oscar Neves
561,561,Angola 70's,Kandengue Atrevido,Kandengue Atrevido,19,2013,255294,Paulo Flores
562,562,Angola 70's,Cusas Di Coraçon,Intelectual,19,2001,362560,Ildo Lobo
563,563,Angola 70's,Povo que lavas no rio,Asas fechadas,30,1962,302826,Amália Rodrigues
564,564,Angola 70's,Kalumba,N´gola Binga Cuá Zambi,2,1970,182640,Sofia Rosa
565,565,Angola 70's,Mama Ku Dilé,Angola Anos D´ouro Reviver,1,1980,180066,David Zé
566,566,Angola 70's,Gaivotas em terra,Minha alma de amor sedenta,2,1972,192080,António dos Santos
567,567,Angola 70's,Nha Segredo,Intelectual,10,2001,334800,Ildo Lobo
568,568,Angola 70's,Conbersa Co Deus,Nós Morna,15,1997,352666,Ildo Lobo
569,569,Angola 70's,Canter de Felicidade,As Melhores Mornas de Sempre,2,1980,508573,Bana
570,570,Angola 70's,Canter de Felicidade,As Melhores Mornas de Sempre,2,1980,508573,Bana
571,571,Angola 70's,Cusas Di Coraçon,Intelectual,19,2001,362560,Ildo Lobo
